ID,Major,HighSchoolGPA,SATScores,AppliedtoanotherUC,AdmittedtoanotherUC,FirstGeneration,Gender,TotalHSHonorsCoursesTaken,MathPlacementScore,FirstMathClassGrade,@1stSemesterGPA,Retained1stYear,Graduated
69952,Management & Business Economics,3.6,930,Yes,Yes,Yes,F,0,3,C-,2.25,Y,Yes
74902,Management & Business Economics,3.6,830,,No,Yes,F,0,5,D,2.25,Y,Yes
78482,Mechanical Engineering,3.6,850,,No,Yes,F,0,5,D,2.25,Y,Yes
74522,Psychology,3.6,870,Yes,Yes,No,M,4,5,D,2.25,Y,Yes
74964,Biological Sciences,3.6,880,,No,No,M,0,5,D,2.25,Y,Yes
29750,Biological Sciences,3.59,950,,No,No,F,8,4,D,2.25,Y,Yes
67090,Psychology,3.6,740,,Yes,Yes,M,6,5,D,2.25,Y,Yes
242852,Anthropology,3.77,680,,No,No,F,0,2,D-,2.25,Y,Yes
34370,Psychology,3.59,960,,No,No,M,0,4,D+,2.25,Y,Yes
231016,Mechanical Engineering,3.76,880,No,No,Yes,F,14,3,F,2.25,Y,Yes
118222,History,3.65,1040,Yes,Yes,No,F,0,3,F,2.25,Y,Yes
77474,Chemical Sciences,3.6,1090,,Yes,No,F,0,3,F,2.25,Y,Yes
79694,Anthropology,3.6,550,,Yes,No,M,1,7,F,2.25,Y,Yes
96648,Undeclared,3.62,830,,No,No,F,0,4,F,2.25,Y,Yes
22980,Management & Business Economics,3.02,530,,Yes,Yes,F,9,1,I,2.25,Y,Yes
142054,Biological Sciences,2.85,860,,No,Yes,F,0,3,I,2.25,Y,Yes
208580,Economics,3.73,910,,No,Yes,F,0,3,I,2.25,Y,Yes
216954,Mechanical Engineering,3.75,940,Yes,No,Yes,F,0,3,I,2.25,Y,Yes
264698,Mechanical Engineering,3.8,1060,,Yes,Yes,F,0,3,I,2.25,Y,Yes
76154,Undeclared,2.45,1070,Yes,No,Yes,F,0,3,I,2.25,Y,Yes
148078,Undeclared,2.86,1100,Yes,No,Yes,F,0,3,I,2.25,Y,Yes
155698,Earth Systems Science,2.9,1180,Yes,Yes,Yes,F,0,3,I,2.25,Y,Yes
81962,Undeclared,2.7,780,No,No,Yes,F,0,2,A,2.25,Y,Yes
79590,Biological Sciences,3.6,920,Yes,Yes,Yes,M,4,5,A,2.25,Y,Yes
129666,Undeclared,2.9,1120,Yes,Yes,Yes,F,0,5,A,2.25,Y,Yes
285116,Biological Sciences,3.13,860,,No,Yes,F,0,5,C,2.25,Y,Yes
63396,Undeclared,3.59,980,,No,Yes,F,0,6,C,2.25,Y,Yes
133960,Psychology,3.66,910,,No,Yes,F,0,,C-,2.25,Y,Yes
65430,Undeclared SSHA,3.59,1210,,Yes,No,F,4,6,C-,2.25,Y,Yes
147548,Undeclared Engineering,3.68,880,No,No,Yes,F,0,6,C-,2.25,Y,Yes
67406,Mechanical Engineering,3.6,820,Yes,Yes,Yes,M,6,7,C-,2.25,Y,Yes
108916,Psychology,3.63,850,,No,No,F,0,7,C-,2.25,N,No
105256,Psychology,3.63,1160,,Yes,Yes,F,10,7,C-,2.25,N,No
155358,Mechanical Engineering,3.68,810,Yes,Yes,No,F,7,7,C-,2.25,N,No
153380,Sociology,3.68,840,,No,Yes,F,0,7,C-,2.25,Y,Yes
144554,Undeclared SSHA,3.67,920,,No,Yes,M,6,7,C-,2.25,Y,Yes
152800,Chemical Sciences,3.68,1020,Yes,Yes,No,F,7,7,C-,2.25,Y,Yes
189942,Undeclared,3,930,,No,No,M,0,5,C+,2.25,Y,Yes
198144,Undeclared,3,930,,No,No,M,0,5,C+,2.25,Y,Yes
203786,Undeclared,3,930,Yes,No,No,M,0,5,C+,2.25,Y,Yes
194510,Undeclared,3,940,,No,No,M,0,5,C+,2.25,Y,Yes
200312,Biological Sciences,3,940,,No,No,M,0,5,C+,2.25,Y,Yes
208434,Undeclared,3,950,,No,No,M,0,5,C+,2.25,Y,Yes
190112,Undeclared,3,960,Yes,No,No,M,0,5,C+,2.25,Y,Yes
199954,Undeclared,3,1010,Yes,No,No,M,0,5,C+,2.25,Y,Yes
194562,Undeclared,3,1050,,No,No,M,0,5,C+,2.25,Y,Yes
63630,Sociology,3.59,880,,Yes,Yes,M,10,6,C+,2.25,Y,Yes
261102,Mechanical Engineering,3.8,800,,Yes,Yes,F,14,5,D,2.25,Y,Yes
29658,Biological Sciences,3.08,600,Yes,Yes,Yes,F,0,1,D,2.25,Y,Yes
66260,Biological Sciences,2.35,840,No,No,Yes,F,0,1,D,2.25,Y,Yes
67398,Mechanical Engineering,2.38,960,,Yes,Yes,F,0,1,D,2.25,Y,Yes
66398,Computer Science & Engineering,2.36,1030,,Yes,Yes,F,0,1,D,2.25,Y,Yes
78104,Psychology,2.46,1110,,No,Yes,F,0,1,D,2.25,Y,Yes
95600,Management & Business Economics,2.64,1110,,Yes,Yes,F,0,1,D,2.25,Y,Yes
66490,Management & Business Economics,2.36,1120,,Yes,Yes,F,0,1,D,2.25,Y,Yes
97454,Social and Cognitive Science,2.65,1150,,Yes,Yes,F,0,1,D,2.25,Y,Yes
95804,Psychology,2.64,1200,,Yes,Yes,F,0,1,D,2.25,Y,Yes
192384,Undeclared,3,1120,Yes,,Yes,M,6,2,D,2.25,Y,Yes
176390,Computer Science & Engineering,3.7,820,Yes,Yes,No,F,3,5,D,2.25,Y,Yes
166704,English,3.7,860,Yes,Yes,No,F,8,5,D,2.25,Y,Yes
72754,Undeclared,2.39,890,No,No,Yes,F,0,5,D+,2.25,Y,Yes
124392,Undeclared,3.65,910,Yes,No,Yes,F,0,5,D+,2.25,Y,Yes
107852,Biological Sciences,3.63,930,,No,Yes,F,0,5,D+,2.25,Y,Yes
75616,Psychology,3.6,950,,No,Yes,F,0,5,D+,2.25,Y,Yes
124080,Undeclared,2.77,1050,Yes,Yes,Yes,F,0,5,D+,2.25,Y,Yes
102688,Chemical Sciences,3.63,1050,,No,No,F,0,5,D+,2.25,Y,Yes
66048,Undeclared,3.6,1060,,No,Yes,F,0,5,D+,2.25,N,No
80302,Biological Sciences,2.5,1070,,No,Yes,F,0,,D+,2.25,N,No
119110,Bioengineering,3.65,910,Yes,No,No,F,0,9,D+,2.25,N,No
100664,Undeclared,3.63,860,,Yes,Yes,F,0,2,D+,2.25,N,No
285206,Biological Sciences,3.82,1160,,Yes,No,F,0,,D+,2.25,N,No
85826,Biological Sciences,3.05,550,,No,No,M,2,8,D+,2.25,N,No
278160,Biological Sciences,3.81,950,,No,Yes,F,0,1,D+,2.25,N,No
124738,Environmental Engineering,3.65,1100,,Yes,Yes,F,10,6,D+,2.25,N,No
180864,Undeclared,2.95,950,,No,No,F,15,7,D+,2.25,N,No
96320,Applied Mathematical Sciences,3.62,830,Yes,Yes,No,F,0,7,F,2.25,N,No
100590,Mechanical Engineering,3.63,930,,Yes,Yes,M,8,6,A,2.25,Y,Yes
258006,Management & Business Economics,3.09,760,,No,No,M,0,8,W,2.25,Y,Yes
266006,Political Science,3.8,960,,No,No,F,2,6,A,2.25,Y,Yes
198728,Biological Sciences,3.72,1280,,Yes,Yes,M,7,6,A,2.25,Y,No
174906,Undeclared,3.7,580,,Yes,No,F,7,7,A,2.25,Y,No
188576,Sociology,3.72,850,,Yes,Yes,F,6,4,A-,2.25,Y,No
60978,Psychology,3.59,1020,Yes,Yes,Yes,M,6,4,A-,2.25,Y,No
166294,Undeclared,3.7,1030,Yes,No,No,M,6,3,A+,2.25,Y,No
118590,Management & Business Economics,3.65,1040,,Yes,No,F,14,8,A+,2.25,Y,No
41222,Undeclared,3.59,1050,Yes,Yes,No,M,6,8,A+,2.25,Y,No
56784,Biological Sciences,3.59,1050,Yes,No,No,M,4,8,A+,2.25,Y,No
154144,Management & Business Economics,3.68,1060,Yes,Yes,Yes,F,4,8,A+,2.25,Y,No
72738,Biological Sciences,3.6,1080,Yes,Yes,Yes,M,0,8,A+,2.25,Y,No
103268,Undeclared,3.63,1080,Yes,Yes,Yes,F,2,8,A+,2.25,Y,No
155890,Biological Sciences,3.68,1080,,Yes,Yes,F,9,8,A+,2.25,Y,No
84802,Chemical Sciences,3.61,1140,,No,Yes,M,0,8,A+,2.25,Y,No
75098,Computer Science & Engineering,3.6,1210,Yes,Yes,No,F,7,8,A+,2.25,Y,No
123838,History,3.65,1260,,Yes,No,M,16,8,A+,2.25,Y,No
71570,Political Science,3.6,1280,,Yes,Yes,F,10,8,A+,2.25,Y,No
71902,History,3.6,1280,Yes,Yes,Yes,M,10,8,A+,2.25,Y,No
70560,Undeclared,3.6,910,,Yes,Yes,F,4,8,A+,2.25,Y,No
114014,Undeclared,3.64,910,,No,Yes,M,0,8,A+,2.25,Y,No
122538,Biological Sciences,3.65,910,No,No,No,F,3,8,A+,2.25,Y,No
71714,Undeclared,3.6,920,,Yes,Yes,F,5,8,A+,2.25,Y,No
87072,Computer Science & Engineering,3.61,920,,No,Yes,M,0,8,A+,2.25,Y,No
95392,Psychology,3.62,970,,Yes,Yes,F,8,8,A+,2.25,Y,No
68316,Biological Sciences,3.6,990,,Yes,Yes,M,6,8,A+,2.25,Y,No
120922,Mechanical Engineering,3.65,1000,,Yes,No,F,0,8,A+,2.25,Y,No
105726,Undeclared,3.63,930,,No,No,F,6,8,A+,2.25,Y,No
274640,Mechanical Engineering,3.11,1000,Yes,No,Yes,F,0,5,B-,2.25,Y,No
67414,Political Science,3.6,850,,Yes,No,M,4,8,C,2.25,Y,No
154664,History,3.68,860,,No,No,F,7,8,C,2.25,Y,No
60722,Undeclared SSHA,3.59,850,,No,No,F,4,8,C,2.25,Y,No
78224,Undeclared,3.6,930,Yes,,Yes,F,0,3,C-,2.25,Y,No
68916,Undeclared SSHA,3.6,890,No,No,Yes,F,19,,A+,2.25,Y,No
120186,Undeclared,3.65,950,No,No,No,F,0,4,A+,2.25,Y,No
147508,Bioengineering,3.68,960,Yes,No,No,F,22,4,A+,2.25,Y,No
80306,Sociology,3.61,990,,Yes,Yes,F,0,4,A+,2.25,Y,No
67478,Undeclared Engineering,3.6,1040,Yes,Yes,No,F,8,4,A+,2.25,Y,No
75088,Undeclared,3.6,1040,Yes,Yes,No,F,0,,A+,2.25,Y,No
85010,Physics,3.61,1050,Yes,No,Yes,F,0,4,A+,2.25,Y,No
159326,English,3.68,1050,,No,No,F,13,4,A+,2.25,Y,No
121144,Psychology,3.65,1060,Yes,Yes,Yes,M,7,4,A+,2.25,Y,No
96054,Biological Sciences,3.62,1110,,Yes,Yes,M,9,4,A+,2.25,Y,No
116244,Psychology,3.65,1120,,Yes,No,F,0,4,A+,2.25,Y,No
146060,Biological Sciences,3.68,1120,Yes,Yes,Yes,F,0,4,A+,2.25,Y,No
96218,Psychology,3.62,1140,,Yes,No,F,7,4,A+,2.25,Y,No
119386,Undeclared,3.65,1140,,No,Yes,F,0,4,A+,2.25,Y,No
78212,Undeclared Engineering,3.6,1160,,Yes,No,F,10,4,A+,2.25,Y,No
60836,Undeclared,3.59,1260,,,No,M,12,4,A+,2.25,Y,No
60920,Psychology,3.59,1280,Yes,Yes,No,M,8,4,A+,2.25,Y,No
71802,Biological Sciences,3.6,940,,Yes,Yes,F,0,9,A+,2.25,Y,No
281928,Undeclared Engineering,3.12,950,,No,No,F,0,9,A+,2.25,Y,No
77488,Chemical Sciences,3.6,950,Yes,Yes,Yes,F,0,9,A+,2.25,Y,No
275590,Undeclared,3.11,960,,No,No,F,0,9,A+,2.25,Y,No
279618,Bioengineering,3.12,1010,Yes,No,No,F,0,9,A+,2.25,Y,No
77556,Earth Systems Science,3.6,1010,,Yes,Yes,F,0,,A+,2.25,Y,No
279226,Political Science,3.12,1120,,Yes,Yes,M,6,9,A+,2.25,Y,No
75120,Psychology,3.6,1180,Yes,Yes,No,M,9,9,A+,2.25,Y,No
43734,Undeclared,3.59,1270,,Yes,No,M,12,4,A+,2.25,Y,No
62380,Political Science,3.59,900,,No,Yes,M,15,9,B,2.25,Y,No
63234,Undeclared Engineering,3.59,1080,Yes,No,No,M,12,4,B-,2.25,Y,No
113952,Undeclared,2.83,1000,Yes,Yes,No,F,0,1,B+,2.25,Y,No
67664,Literatures and Cultures,3.6,660,,Yes,Yes,F,9,4,B+,2.25,Y,No
61610,Undeclared SSHA,3.59,1110,Yes,No,No,F,0,4,B+,2.25,Y,No
136164,Undeclared SSHA,2.82,730,,No,No,M,11,9,B+,2.25,Y,No
61794,Undeclared,3.59,950,,No,No,F,0,9,B+,2.25,Y,No
159296,Undeclared,2.9,860,,Yes,No,M,8,9,C,2.25,Y,No
164092,Biological Sciences,2.91,980,Yes,Yes,No,M,6,9,C,2.25,Y,No
69180,Political Science,3.6,850,,Yes,Yes,F,8,9,C+,2.25,Y,No
267548,Psychology,3.1,860,No,No,Yes,M,12,,C+,2.25,Y,No
142072,Chemical Sciences,2.85,920,,Yes,No,F,0,9,C+,2.25,Y,No
90830,Undeclared,3.01,530,,Yes,Yes,M,0,2,C+,2.25,Y,No
67822,Applied Mathematical Sciences,3.6,870,,No,Yes,M,12,9,C+,2.25,Y,No
156956,Undeclared,3.68,920,,No,Yes,M,8,2,D,2.25,Y,No
169506,Undeclared,2.93,950,,No,Yes,M,9,1,D+,2.25,Y,No
109318,Undeclared SSHA,3.63,920,,Yes,No,F,0,2,F,2.25,Y,No
66502,Undeclared,3.6,1050,Yes,No,No,M,12,4,W,2.25,Y,No
66496,Computer Science & Engineering,3.6,1190,,Yes,No,F,10,9,W,2.25,Y,No
74844,Computer Science & Engineering,3.6,600,Yes,Yes,Yes,F,6,9,A,2.25,Y,Yes
78534,Biological Sciences,3.6,990,,No,Yes,F,8,4,A+,2.25,Y,Yes
67672,Undeclared,3.6,1010,,Yes,Yes,F,8,4,A+,2.25,Y,Yes
93122,English,3.62,1010,,Yes,No,F,8,4,A+,2.25,Y,Yes
67530,Psychology,3.6,1120,,No,No,M,8,4,A+,2.25,Y,Yes
153808,Computer Science & Engineering,3.68,1270,,Yes,No,F,7,4,A+,2.25,Y,Yes
78244,Chemical Sciences,3.6,960,Yes,Yes,No,F,8,9,A+,2.25,Y,Yes
273146,Psychology,3.11,1270,Yes,Yes,No,F,14,9,A+,2.25,Y,Yes
62058,Undeclared,3.59,1000,,Yes,Yes,F,8,9,B,2.25,Y,Yes
62166,Undeclared,3.59,1110,,Yes,Yes,M,6,9,B,2.25,Y,Yes
64898,Bioengineering,3.59,930,,Yes,Yes,F,10,9,C,2.25,Y,Yes
156530,Management & Business Economics,2.9,940,Yes,Yes,No,M,7,9,C,2.25,Y,Yes
89106,Undeclared,2.59,800,,Yes,No,M,0,2,C,2.25,Y,Yes
77150,Undeclared SSHA,2.45,960,,Yes,No,M,0,5,C,2.25,Y,Yes
284606,Undeclared,3.13,1090,,Yes,Yes,F,0,5,C,2.25,Y,Yes
285282,Psychology,3.13,1110,,Yes,Yes,F,0,5,C,2.25,Y,Yes
279848,Undeclared,3.12,1120,,Yes,Yes,F,0,5,C,2.25,Y,Yes
284316,Political Science,3.13,1120,,Yes,Yes,F,0,5,C,2.25,Y,Yes
278132,Undeclared,3.12,1170,,Yes,Yes,F,0,5,C,2.25,Y,Yes
64390,Undeclared,3.59,980,,No,No,F,0,6,C,2.25,Y,Yes
65146,Psychology,3.59,1110,,No,No,F,12,9,C-,2.25,Y,Yes
121562,Undeclared,2.77,1090,,Yes,Yes,F,0,2,C-,2.25,Y,Yes
63840,Environmental Engineering,3.59,830,,Yes,No,M,8,5,C-,2.25,Y,Yes
65458,History,3.59,1190,,Yes,No,F,6,6,C-,2.25,Y,Yes
109120,Undeclared,2.71,1000,Yes,No,No,F,10,7,C-,2.25,Y,Yes
102712,Biological Sciences,3.63,910,Yes,Yes,No,F,13,7,C-,2.25,Y,Yes
124842,Anthropology,3.65,1010,,Yes,Yes,F,16,7,C-,2.25,Y,Yes
148796,Biological Sciences,3.68,910,,Yes,Yes,F,6,7,C-,2.25,Y,Yes
149848,Bioengineering,3.68,1090,Yes,Yes,Yes,F,0,7,C-,2.25,Y,Yes
69546,Political Science,3.6,890,Yes,Yes,No,M,6,9,C+,2.25,Y,Yes
178832,Undeclared,2.95,930,Yes,Yes,No,M,0,4,C+,2.25,Y,Yes
143604,Undeclared SSHA,2.85,990,Yes,No,Yes,M,13,9,C+,2.25,Y,Yes
148328,Mechanical Engineering,2.86,1060,,No,Yes,M,7,9,C+,2.25,Y,Yes
197888,Undeclared,3,890,Yes,,No,M,0,5,C+,2.25,Y,Yes
194430,Undeclared,3,980,Yes,Yes,No,M,0,5,C+,2.25,Y,Yes
281816,Political Science,3.81,800,Yes,Yes,Yes,M,8,5,D,2.25,Y,Yes
72638,Biological Sciences,2.38,920,,Yes,Yes,F,0,1,D,2.25,Y,Yes
66620,Undeclared,2.36,940,,Yes,Yes,F,0,1,D,2.25,Y,Yes
73402,Psychology,2.4,1140,,Yes,Yes,F,0,1,D,2.25,Y,Yes
78000,Undeclared,2.46,1140,,Yes,Yes,F,0,1,D,2.25,Y,Yes
208768,Undeclared,3,760,Yes,Yes,No,M,6,3,D,2.25,Y,Yes
107916,Undeclared,2.7,830,,No,No,M,6,3,D,2.25,Y,Yes
181944,Biological Sciences,2.95,850,No,No,No,M,6,3,D,2.25,Y,Yes
173894,Biological Sciences,2.95,900,,No,Yes,M,6,,D,2.25,Y,Yes
200434,Undeclared,3,930,,No,Yes,M,6,3,D,2.25,Y,Yes
143616,Mechanical Engineering,2.85,1070,Yes,Yes,Yes,M,6,,D,2.25,Y,Yes
109486,Undeclared SSHA,2.71,1080,,Yes,No,M,6,3,D,2.25,Y,Yes
208328,Undeclared,3,1100,,No,No,M,6,3,D,2.25,Y,Yes
158870,Political Science,2.9,1110,,Yes,Yes,M,6,3,D,2.25,Y,Yes
210644,Undeclared,3,1110,,No,No,M,6,3,D,2.25,Y,Yes
170814,Psychology,2.94,1150,Yes,Yes,No,M,6,3,D,2.25,Y,Yes
123472,Undeclared,2.77,1280,,Yes,No,M,6,3,D,2.25,Y,Yes
148068,Undeclared,3.68,840,Yes,Yes,No,M,0,5,D,2.25,Y,Yes
65188,Mechanical Engineering,3.22,1240,Yes,Yes,Yes,F,6,3,D,2.25,Y,Yes
285164,Political Science,3.13,1260,,Yes,Yes,F,0,3,D,2.25,Y,Yes
62990,Sociology,3.59,1050,Yes,No,No,F,0,3,D,2.25,Y,Yes
70838,Biological Sciences,3.6,720,,Yes,Yes,F,0,3,D,2.25,Y,Yes
65352,Undeclared,3.59,1090,,Yes,Yes,F,6,3,D,2.25,Y,Yes
183496,Biological Sciences,2.95,800,Yes,Yes,No,M,8,3,D,2.25,Y,Yes
120666,Psychology,3.65,820,,Yes,No,F,0,4,D-,2.25,Y,Yes
208748,Management & Business Economics,3,1090,,No,No,M,10,9,D-,2.25,Y,Yes
208712,Undeclared,3,1070,Yes,No,Yes,M,8,2,D-,2.25,Y,Yes
178166,Psychology,2.95,950,Yes,Yes,Yes,M,6,2,D+,2.25,Y,Yes
283658,Biological Sciences,3.81,920,,No,No,F,0,5,D+,2.25,Y,Yes
190162,Undeclared,3,1020,,Yes,Yes,F,0,5,D+,2.25,Y,Yes
66954,Earth Systems Science,3.6,1130,,Yes,Yes,F,0,5,D+,2.25,Y,Yes
71442,Undeclared,2.36,980,Yes,No,Yes,F,0,7,D+,2.25,Y,Yes
96746,Management & Business Economics,3.62,990,,Yes,Yes,F,0,7,D+,2.25,Y,Yes
231882,History,3.04,950,Yes,Yes,Yes,M,9,9,F,2.25,Y,Yes
66572,Biological Sciences,3.6,680,Yes,,Yes,F,14,9,W,2.25,Y,Yes
259392,Undeclared,3.09,880,,Yes,Yes,M,10,9,W,2.25,Y,Yes
256916,Computer Science & Engineering,3.09,1100,Yes,No,,M,12,9,W,2.25,Y,Yes
149168,Mechanical Engineering,3.68,930,,Yes,Yes,F,10,4,A+,2.28,Y,No
67790,Undeclared,3.6,910,No,No,Yes,M,6,9,A+,2.28,Y,No
72412,Undeclared,3.6,1230,,Yes,Yes,F,0,9,A+,2.28,Y,No
154776,Management & Business Economics,3.68,840,,Yes,No,F,9,4,D-,2.28,Y,Yes
153806,Psychology,3.68,920,No,No,Yes,F,0,4,A+,2.29,Y,No
73712,Undeclared,3.6,930,,Yes,No,M,9,9,A+,2.29,Y,No
113356,Mechanical Engineering,3.64,710,Yes,Yes,No,M,0,6,C-,2.3,N,No
224814,Computer Science & Engineering,3.75,560,,No,No,F,2,8,C-,2.3,N,No
135482,Anthropology,3.66,790,Yes,Yes,Yes,F,0,9,C+,2.3,N,No
141222,Mechanical Engineering,3.66,800,,No,Yes,F,0,9,C+,2.3,N,No
157546,Computer Science & Engineering,3.68,870,,Yes,Yes,F,14,9,C+,2.3,N,No
279302,Computer Science & Engineering,3.81,900,,Yes,Yes,F,0,2,D,2.3,N,No
280264,Chemical Sciences,3.81,1110,Yes,Yes,Yes,F,0,2,D,2.3,N,No
260842,English,3.8,1130,,No,Yes,F,0,2,D,2.3,N,No
173956,Undeclared,3.7,810,,No,No,F,0,4,D-,2.3,N,No
176212,Undeclared Engineering,3.7,810,,No,Yes,F,10,4,D-,2.3,N,No
174980,Mechanical Engineering,3.7,840,,Yes,No,F,14,4,D-,2.3,N,No
160316,Political Science,3.69,860,,Yes,No,F,11,4,D-,2.3,N,No
234620,Undeclared,3.77,860,,No,No,F,7,4,D-,2.3,N,No
222398,Mechanical Engineering,3.75,880,,Yes,No,F,8,4,D-,2.3,N,No
174324,Biological Sciences,3.7,1000,,No,No,F,0,4,D-,2.3,N,No
161672,Political Science,3.69,740,,No,Yes,F,16,9,D-,2.3,N,No
219166,Environmental Engineering,3.75,1150,,Yes,No,F,0,2,D-,2.3,N,No
150688,Undeclared SSHA,3.68,990,,Yes,No,F,11,4,A+,2.3,Y,No
251006,Undeclared Engineering,3.78,1000,,Yes,No,F,8,4,A+,2.3,Y,No
168926,Biological Sciences,3.7,1020,,Yes,Yes,M,10,4,A+,2.3,Y,No
242548,Computer Science & Engineering,3.77,1020,,Yes,No,F,0,4,A+,2.3,Y,No
173824,Undeclared,3.7,1060,Yes,Yes,Yes,F,0,4,A+,2.3,Y,No
233392,Anthropology,3.76,1060,,No,No,F,10,4,A+,2.3,Y,No
251766,Undeclared,3.78,1090,,No,Yes,F,0,4,A+,2.3,Y,No
232410,English,3.76,1100,Yes,Yes,Yes,M,6,4,A+,2.3,Y,No
153558,Economics,3.68,930,,No,Yes,F,0,9,A+,2.3,Y,No
114376,Computer Science & Engineering,3.65,940,,No,Yes,F,0,,A+,2.3,Y,No
153620,Sociology,3.68,940,Yes,No,Yes,F,0,9,A+,2.3,Y,No
123188,Physics,3.65,950,,No,Yes,F,8,9,A+,2.3,Y,No
150138,History,3.68,1030,,Yes,Yes,M,15,9,A+,2.3,Y,No
85952,Chemical Sciences,3.61,1060,,No,Yes,F,8,9,A+,2.3,Y,No
121190,Management & Business Economics,3.65,1060,Yes,Yes,Yes,M,9,9,A+,2.3,Y,No
174552,Applied Mathematical Sciences,3.7,1070,,Yes,No,F,9,9,A+,2.3,Y,No
81934,Biological Sciences,3.61,1090,,Yes,Yes,F,0,,A+,2.3,Y,No
239348,Biological Sciences,3.77,1100,,Yes,No,F,9,9,A+,2.3,Y,No
189348,Undeclared,3.72,1110,Yes,No,No,M,6,9,A+,2.3,Y,No
67708,Undeclared,3.6,1140,,Yes,No,F,12,9,A+,2.3,Y,No
251852,Mechanical Engineering,3.78,1180,Yes,Yes,No,F,8,9,A+,2.3,Y,No
273164,Chemical Sciences,3.8,1280,Yes,Yes,No,F,0,9,A+,2.3,Y,No
140440,Environmental Engineering,2.85,990,,,No,M,9,2,C+,2.3,Y,No
271098,Biological Sciences,3.8,930,No,No,Yes,F,0,,D,2.3,Y,No
272840,Biological Sciences,3.8,890,Yes,Yes,Yes,M,10,4,A+,2.3,Y,Yes
153468,Undeclared,3.68,920,Yes,No,Yes,F,10,4,A+,2.3,Y,Yes
219214,Biological Sciences,3.75,920,Yes,No,Yes,F,10,4,A+,2.3,Y,Yes
233386,Undeclared SSHA,3.76,1040,,No,No,F,0,4,A+,2.3,Y,Yes
176366,Biological Sciences,3.7,1100,Yes,Yes,Yes,M,7,,A+,2.3,Y,Yes
190526,Management & Business Economics,3.72,1120,,Yes,Yes,F,7,4,A+,2.3,Y,Yes
174554,Anthropology,3.7,1130,,Yes,Yes,M,8,4,A+,2.3,Y,Yes
165254,Psychology,3.69,1200,Yes,Yes,No,F,8,4,A+,2.3,Y,Yes
123562,Undeclared SSHA,3.65,950,,Yes,Yes,M,6,9,A+,2.3,Y,Yes
74622,Undeclared SSHA,3.6,1080,Yes,Yes,Yes,M,17,9,A+,2.3,Y,Yes
195682,Anthropology,3.72,1080,,No,No,F,13,9,A+,2.3,Y,Yes
123724,Management & Business Economics,3.65,1090,,No,No,F,0,9,A+,2.3,Y,Yes
84210,Mechanical Engineering,3.61,1140,Yes,No,Yes,F,12,9,A+,2.3,Y,Yes
176304,Biological Sciences,3.7,1150,,Yes,No,F,8,9,A+,2.3,Y,Yes
65452,Undeclared,3.59,880,,Yes,Yes,M,6,7,C-,2.3,Y,Yes
159656,Undeclared SSHA,3.68,840,Yes,Yes,No,F,8,9,C+,2.3,Y,Yes
202194,English,3.73,860,,Yes,Yes,F,14,9,C+,2.3,Y,Yes
153826,Undeclared,3.68,870,Yes,Yes,Yes,F,0,9,C+,2.3,Y,Yes
279108,Psychology,3.81,850,,Yes,Yes,F,0,2,D,2.3,Y,Yes
78674,Sociology,3.6,750,Yes,Yes,No,F,0,3,D,2.3,Y,Yes
77938,Undeclared Natural Sciences,3.6,760,No,No,Yes,F,0,3,D,2.3,Y,Yes
161422,English,3.69,860,Yes,Yes,Yes,F,0,,D,2.3,Y,Yes
72222,Undeclared,3.6,870,,No,Yes,F,0,3,D,2.3,Y,Yes
149952,Sociology,3.68,870,,No,Yes,F,0,3,D,2.3,Y,Yes
77964,Undeclared,3.6,900,,No,Yes,F,0,3,D,2.3,Y,Yes
249750,Anthropology,3.78,940,,No,No,M,6,3,D,2.3,Y,Yes
72626,Management & Business Economics,3.6,950,,No,Yes,F,0,3,D,2.3,Y,Yes
270292,Chemical Sciences,3.8,950,Yes,,Yes,F,0,3,D,2.3,Y,Yes
175760,Public Health,3.7,1000,,Yes,Yes,F,6,3,D,2.3,Y,Yes
259194,Management &Business Economics,3.79,1000,Yes,Yes,Yes,F,0,3,D,2.3,Y,Yes
199938,Undeclared Natural Sciences,3.72,1030,,Yes,Yes,F,0,3,D,2.3,Y,Yes
106022,Mechanical Engineering,3.63,1070,,Yes,No,F,0,3,D,2.3,Y,Yes
84722,History,3.61,1120,Yes,Yes,Yes,F,0,3,D,2.3,Y,Yes
161470,Undeclared,3.69,1120,Yes,Yes,Yes,F,0,3,D,2.3,Y,Yes
74582,Computer Science & Engineering,3.6,1180,,Yes,Yes,F,6,3,D,2.3,Y,Yes
282044,Applied Mathematical Sciences,3.81,1210,Yes,Yes,Yes,F,6,3,D,2.3,Y,Yes
157674,Political Science,3.68,1240,Yes,Yes,Yes,F,0,3,D,2.3,Y,Yes
244592,Anthropology,3.77,820,,Yes,No,F,0,4,D-,2.3,Y,Yes
183592,Undeclared SSHA,3.71,750,,No,Yes,M,8,,D-,2.3,Y,Yes
180134,Sociology,2.95,860,Yes,Yes,No,F,0,4,D-,2.3,Y,Yes
259118,Management & Business Economics,3.09,1110,Yes,No,No,F,0,4,D-,2.3,Y,Yes
171300,Environmental Engineering,2.94,1140,Yes,No,No,F,0,2,D-,2.3,Y,Yes
73640,Undeclared Natural Sciences,3.6,750,,Yes,Yes,M,8,6,D-,2.3,Y,Yes
183890,Management & Business Economics,3.71,730,Yes,Yes,Yes,F,8,4,D+,2.3,Y,Yes
